2:07:49 AM [express] Starting server initialization...
2:07:50 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: undefined
2:07:51 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:51 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:51 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:51 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:51 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:51 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:52 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:52 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:52 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:52 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:52 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Session ID: 2sq2wMVzftRTHRXg-WFos73YYVf-KyBs, Authenticated: false, Cookie: chat.sid=s%3A2sq2wMVzftRTHRXg-WFos73YYVf-KyBs.Yk3pKG3ux8448LkKtjwIZEs0KSieut30si2fUYMmx40
2:07:53 AM [express] [AUTH] Unauthorized access to /api/user
2:07:54 AM [express] [AUTH] Session ID: n_57gwvy2y-b7LqIEaUAg03LWdmUGTdh, Authenticated: false, Cookie: undefined
2:07:54 AM [express] [AUTH] Session ID: ByjHMaO_tngQKIArmcD_iwxpt5SA2aQc, Authenticated: false, Cookie: undefined
2:07:54 AM [express] [AUTH] Session ID: vXc_xXA3y37CtlEvlZJqK-C8HWoUOjTk, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: o66wpdzdwQwHrz7W8qAPGMvSw1knT60g, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: ou8Uk3PIjf3fS3Nyty4lfrMf1AT7lCQY, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: BDsFIqdjxIz5Vqmwlwb-AdEL0GZX2nEH, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: VLm5cz-6d3ZjLgokisFfWI1Lm3cIULnK, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: 91Os1fG3pNT5DnsjPI6rPbQ-zYJhD0LI, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: Dnw8q_XID3_M-z7lPWy7bF0FVQKtsuWh, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: c8TGQvEr41Zpu-cOxnU7ew_2pUDJcP7m, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: iqQGq2l1aVUrlnxU6nX5RlgcXggmHUuk, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: xn3VZuAYFhUN-iv2KZh4A-59jk02dv5R, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: FmHv9cB7f9fNxhk_mv53w5tqvqYsWAHd, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: GXhLLcDODT0y9O8Pg0lr0rHsqlbYd4Qr, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: D43gqAwR8AxKQnMAkQ9xO33KXI-ALUbZ, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: qV984T1JzJtt7XZA60MqyLAFBp-UejRT, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: QFGZtvwe_ixFYrD_k4FBdZvFtmlvZ8Vp, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: O9YWlsn52P8aIWW5GPXQ6FyFop69d9RZ, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: NxwTawGFamaiHl5t_cfWEB_hySXyuSg1, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: xjn2u5p_YoX2GIUJ9_HqO3LEew9i1WT6, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: eCM-rrSCDDBKWczg21GQ5jSB9oVBPFuQ, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: E0BW3Vvc7gBPLDNECdZ35tPy7UCOW8cQ, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: pEb97ftiy2GDu1kn8QZ2e9jcaCd1Ovqg, Authenticated: false, Cookie: undefined
2:07:55 AM [express] [AUTH] Session ID: 6BemppYH6pQs47xRfAlDXnmiVODr04Ec, Authenticated: false, Cookie: undefined
2:07:56 AM [express] [AUTH] Session ID: Z9PA2rUY52LDR4omxTC1YeSvi4UXZTGO, Authenticated: false, Cookie: undefined
2:07:56 AM [express] [AUTH] Session ID: daNK0nt0O92JCzT-k8B2KKninYlKkO4Y, Authenticated: false, Cookie: undefined
2:07:56 AM [express] [AUTH] Session ID: XSFWw8RiFkgEujwNP80TuwAg3eZ8uEOd, Authenticated: false, Cookie: undefined
2:07:56 AM [express] [AUTH] Session ID: vHWbSTqJJe73s7UpeAtaoIgBDH2mWAw0, Authenticated: false, Cookie: undefined
2:07:56 AM [express] [AUTH] Session ID: vAggZS8wacWe67iIS7DPT-QxVQKs7utC, Authenticated: false, Cookie: undefined
2:07:56 AM [express] [AUTH] Session ID: pn0CvhQ0lnzKsuappEIhzMrHqUApTfni, Authenticated: false, Cookie: undefined
2:07:56 AM [express] [AUTH] Session ID: tu58MSTVjCG5IDTbMMS-AaRd4gNciy6J, Authenticated: false, Cookie: undefined
2:07:56 AM [express] [AUTH] Session ID: kU5BC51VZ8wL83D07mX59cd6u6s3KW6R, Authenticated: false, Cookie: undefined
2:07:56 AM [express] [AUTH] Unauthorized access to /api/user
2:08:08 AM [express] [AUTH] Session ID: MZLNroYW2QpSv9vxCXAqOzdTycsiOUDT, Authenticated: false, Cookie: undefined
2:08:08 AM [express] [AUTH] Session ID: CelX_b_Wj_KMzc2UXIM56-7Hg1-wTfs3, Authenticated: false, Cookie: undefined
2:08:08 AM [express] [AUTH] Session ID: qLzN4jQ9TQBFIoePAGv2oc-HtaLhdsFl, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: 27NzZa69uggt9HqsoJY3mjoIvfVKgl5-, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: bt1hfGOPOg1O1_mMBvZg9qhoDDqfbdAn, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: A6oDnN0B2U19nlUbZ0Le5Q-wUnNlUDVo, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: d54ymr4OwtbKQUNl868esJwq8zOCATgJ, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: AInwG35MavvMvfjoHKJa5eaJQ41hiMd4, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: 69i8zL7a7RLv4dKdy5cXjwSImfZONacg, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: K_19IuhcPgTHASMFWGvWYFl4pBSGDjXw, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: qs_zZbqdRMe7bUBou2zWJhNtHrVDAEd7, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: rvndnjyWUQH_Looh3pis9dja-Of4f8mO, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: WpLFGxt0JtzoURp2cmjEOK4tBV7KMi6A, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: 1X-Q1dgHc5NocA-nkHjS2ZT2m-D5EFPO, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: LelSl-XpQ4EMjayq3x0x7ZyyqxTvZq5J, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: TFPwlpuEgxKaZijQX6xLbU-aEHma8gKv, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: HyW8leflniL1EfI6C4ifUgWBa6_m56gh, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: 9OkZtbBZI_iZCrQsgu3VYWtht9qj-b2k, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: rUStnu7dFoPAXIbv7FkoiEkzuUa_nrHs, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: GzeC0fxQ3CyFvW7_cOxZfO6JougMKVyB, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: W8vZqujAr9cBQGUSCQH-1G_sNwnGJx1S, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: 7HmTVbeid1CYVFa7hlRFl9h8_v3xx3FT, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: spbJCv6sJWKj8hFFd-EAo1Yn6jymOAQF, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: Y6MFutcqvll4ZcgIObtadbprqcBZVCzK, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: lLp3pzjXwNYu-zTyzFMBP7Ead0HPEdoU, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: txiYT0_0iNSOKEsZyb26-J3_lot-XC2L, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: myC_FdoqiAAxH4am7VdrCPxjm-pbFXlF, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: xjWZduYbnEfvb2zef5nadXc4maLzjkcs, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: qQhK_EoI_s2EPtlN75C2C9AbYOxf1JqK, Authenticated: false, Cookie: undefined
2:08:09 AM [express] [AUTH] Session ID: 9JyoqxBwSkRbPtD-Jm29jxAu-DJIhmoK, Authenticated: false, Cookie: undefined
2:08:10 AM [express] [AUTH] Session ID: Y0V7lUO9jmJctQVg8N567oOZFPRTmpRx, Authenticated: false, Cookie: undefined
2:08:10 AM [express] [AUTH] Session ID: -P9jEjWAxXL-naxD3dG94szl6Z2Dx2ab, Authenticated: false, Cookie: undefined
2:08:10 AM [express] [AUTH] Unauthorized access to /api/user
